64

C	0	0	0
C	0	0	1.0
C	0	0	2.0
C	0	0	3.0
C	0	2.0	0
C	0	2.0	1.0
C	0	2.0	2.0
C	0	2.0	3.0
C	0	4.0	0
C	0	4.0	1.0
C	0	4.0	2.0
C	0	4.0	3.0
C	0	6.0	0
C	0	6.0	1.0
C	0	6.0	2.0
C	0	6.0	3.0
C	3.0	0	0
C	3.0	0	1.0
C	3.0	0	2.0
C	3.0	0	3.0
C	3.0	2.0	0
C	3.0	2.0	1.0
C	3.0	2.0	2.0
C	3.0	2.0	3.0
C	3.0	4.0	0
C	3.0	4.0	1.0
C	3.0	4.0	2.0
C	3.0	4.0	3.0
C	3.0	6.0	0
C	3.0	6.0	1.0
C	3.0	6.0	2.0
C	3.0	6.0	3.0
C	6.0	0	0
C	6.0	0	1.0
C	6.0	0	2.0
C	6.0	0	3.0
C	6.0	2.0	0
C	6.0	2.0	1.0
C	6.0	2.0	2.0
C	6.0	2.0	3.0
C	6.0	4.0	0
C	6.0	4.0	1.0
C	6.0	4.0	2.0
C	6.0	4.0	3.0
C	6.0	6.0	0
C	6.0	6.0	1.0
C	6.0	6.0	2.0
C	6.0	6.0	3.0
C	9.0	0	0
C	9.0	0	1.0
C	9.0	0	2.0
C	9.0	0	3.0
C	9.0	2.0	0
C	9.0	2.0	1.0
C	9.0	2.0	2.0
C	9.0	2.0	3.0
C	9.0	4.0	0
C	9.0	4.0	1.0
C	9.0	4.0	2.0
C	9.0	4.0	3.0
C	9.0	6.0	0
C	9.0	6.0	1.0
C	9.0	6.0	2.0
C	9.0	6.0	3.0
